DTS,min,avg,max
2022-02-15 00:00:01,17.893,22.824,48.905
2022-02-15 00:15:01,17.425,22.790,35.118
2022-02-15 00:30:01,17.755,22.830,56.428
2022-02-15 00:45:01,18.670,22.810,39.439
2022-02-15 01:00:02,17.952,22.671,59.957
2022-02-15 01:15:01,18.890,21.780,38.810
2022-02-15 01:30:01,19.506,21.927,53.688
2022-02-15 01:45:01,17.374,21.968,50.766
2022-02-15 02:00:02,18.282,21.806,40.272
2022-02-15 02:15:01,18.285,21.607,42.683
2022-02-15 02:30:01,18.546,22.469,31.752
2022-02-15 02:45:01,18.008,22.643,38.045
2022-02-15 03:00:01,17.562,22.510,33.854
2022-02-15 03:15:01,17.645,22.511,35.308
2022-02-15 03:30:01,18.351,22.553,37.174
2022-02-15 03:45:01,18.305,22.412,43.646
2022-02-15 04:00:01,17.828,22.547,47.745
2022-02-15 04:15:01,17.399,22.456,31.918
2022-02-15 04:30:02,18.971,22.565,37.353
2022-02-15 04:45:01,18.224,22.499,31.683
2022-02-15 05:00:01,18.231,22.533,30.736
2022-02-15 05:15:01,19.124,22.578,32.737
2022-02-15 05:30:01,19.085,22.518,43.008
2022-02-15 05:45:01,17.040,23.701,99.791
2022-02-15 06:00:01,18.229,23.741,91.765
2022-02-15 06:15:00,18.878,24.304,88.176
2022-02-15 06:30:01,17.767,23.486,94.975
2022-02-15 06:45:01,17.087,24.508,107.730
2022-02-15 07:00:01,17.530,22.879,74.136
2022-02-15 07:15:01,19.422,22.810,41.812
2022-02-15 07:30:01,17.937,22.728,34.580
2022-02-15 07:45:01,18.336,24.048,107.080
2022-02-15 08:00:01,17.558,23.660,102.142
2022-02-15 08:15:01,18.687,22.952,71.362
2022-02-15 08:30:01,17.590,22.848,42.412
2022-02-15 08:45:01,18.057,22.788,38.729
2022-02-15 09:00:01,19.635,23.223,39.892
2022-02-15 09:15:01,21.260,22.952,37.971
2022-02-15 09:30:02,21.334,23.150,37.699
2022-02-15 09:45:01,19.335,22.851,37.957
2022-02-15 10:00:01,21.404,23.170,43.984
2022-02-15 10:15:01,20.424,22.840,36.394
2022-02-15 10:30:01,20.200,24.196,55.511
2022-02-15 10:45:01,18.728,23.033,43.199
2022-02-15 11:00:01,19.351,22.857,39.053
2022-02-15 11:15:00,19.708,24.369,368.771
2022-02-15 11:30:01,21.421,24.438,43.992
2022-02-15 11:45:01,20.652,23.187,42.139
2022-02-15 12:00:01,21.308,22.705,40.602
2022-02-15 12:15:01,17.091,22.740,44.564
2022-02-15 12:30:01,18.446,23.304,45.919
2022-02-15 12:45:01,20.105,23.312,35.705
2022-02-15 13:00:02,20.383,23.399,41.821
2022-02-15 13:15:01,17.749,23.634,51.838
2022-02-15 13:30:01,21.427,23.753,46.106
2022-02-15 13:45:01,21.350,23.616,38.902
2022-02-15 14:00:02,18.033,22.998,37.322
2022-02-15 14:15:01,18.354,23.599,124.272
2022-02-15 14:30:01,17.076,22.824,37.286
2022-02-15 14:45:01,21.264,22.680,38.965
2022-02-15 15:00:01,17.156,27.277,160.191
2022-02-15 15:15:01,21.155,22.831,37.527
2022-02-15 15:30:01,21.428,23.079,45.238
2022-02-15 15:45:01,20.078,22.889,41.389
2022-02-15 16:00:01,20.163,23.357,52.498
2022-02-15 16:15:01,17.238,22.962,60.262
2022-02-15 16:30:02,19.495,23.160,45.036
2022-02-15 16:45:01,19.760,23.468,38.109
2022-02-15 17:00:01,19.925,23.114,41.704
2022-02-15 17:15:01,21.402,23.289,39.385
2022-02-15 17:30:01,21.450,23.041,43.906
2022-02-15 17:45:01,18.552,23.248,88.584
2022-02-15 18:00:01,20.970,23.137,85.216
2022-02-15 18:15:01,19.147,23.036,46.079
2022-02-15 18:30:01,21.448,23.117,49.209
2022-02-15 18:45:01,18.567,23.036,35.320
2022-02-15 19:00:02,18.957,23.101,41.008
2022-02-15 19:15:01,19.967,23.523,120.772
2022-02-15 19:30:01,20.326,23.455,50.513
2022-02-15 19:45:01,18.430,23.385,44.279
2022-02-15 20:00:01,21.499,23.152,43.521
2022-02-15 20:15:01,18.323,23.048,38.133
2022-02-15 20:30:01,20.707,23.026,46.900
2022-02-15 20:45:00,21.406,23.086,37.943
2022-02-15 21:00:01,21.357,22.967,39.930
2022-02-15 21:15:01,17.417,22.783,36.216
2022-02-15 21:30:02,17.247,22.865,39.165
2022-02-15 21:45:01,17.842,22.979,71.500
2022-02-15 22:00:01,17.807,22.821,45.781
2022-02-15 22:15:01,19.360,23.119,37.653
2022-02-15 22:30:02,18.559,23.046,42.310
2022-02-15 22:45:01,17.702,22.827,37.615
2022-02-15 23:00:01,18.040,22.758,37.601
2022-02-15 23:15:01,18.697,23.017,38.309
2022-02-15 23:30:01,18.418,23.066,41.318
2022-02-15 23:45:01,18.539,22.839,37.705
2022-02-16 00:00:02,20.381,22.745,38.458
2022-02-16 00:15:01,20.109,22.741,37.068
2022-02-16 00:30:01,18.285,22.520,32.848
2022-02-16 00:45:01,21.253,22.459,31.269
2022-02-16 01:00:01,20.064,22.410,36.354
2022-02-16 01:15:01,21.337,22.585,51.432
2022-02-16 01:30:02,18.315,22.404,37.202
2022-02-16 01:45:01,21.301,22.600,49.761
2022-02-16 02:00:01,21.380,22.393,31.353
2022-02-16 02:15:02,21.369,22.389,37.474
2022-02-16 02:30:01,21.328,22.412,36.477
2022-02-16 02:45:01,20.701,22.342,30.581
2022-02-16 03:00:01,17.374,22.641,71.656
2022-02-16 03:15:01,20.329,22.458,36.862
2022-02-16 03:30:01,19.244,22.427,45.418
2022-02-16 03:45:01,20.654,22.372,37.230
2022-02-16 04:00:02,21.338,22.480,58.010
2022-02-16 04:15:01,20.357,22.474,32.649
2022-02-16 04:30:01,19.477,22.420,35.315
2022-02-16 04:45:01,19.504,22.711,83.524
2022-02-16 05:00:01,21.419,22.425,31.090
2022-02-16 05:15:01,19.545,22.809,57.012
2022-02-16 05:30:02,17.526,22.515,37.899
2022-02-16 05:45:01,19.201,22.405,36.719
2022-02-16 06:00:01,21.324,22.447,47.186
2022-02-16 06:15:01,21.289,22.476,30.313
2022-02-16 06:30:02,21.377,22.476,39.307
2022-02-16 06:45:01,21.308,22.518,34.260
2022-02-16 07:00:01,21.433,22.669,40.164
2022-02-16 07:15:01,20.601,22.551,32.212
2022-02-16 07:30:02,21.370,23.939,106.492
2022-02-16 07:45:01,20.900,23.579,93.914
2022-02-16 08:00:01,19.185,23.508,81.088
2022-02-16 08:15:01,21.541,23.467,36.532
2022-02-16 08:30:01,18.139,24.391,112.800
2022-02-16 08:45:01,18.535,23.879,137.390
2022-02-16 09:00:01,21.328,24.266,41.267
2022-02-16 09:15:01,21.311,22.883,43.628
2022-02-16 09:30:01,19.132,23.378,87.068
2022-02-16 09:45:01,21.413,23.698,117.480
2022-02-16 10:00:02,19.778,25.941,147.624
2022-02-16 10:15:01,21.259,23.596,82.064
2022-02-16 10:30:01,21.319,23.307,52.567
2022-02-16 10:45:01,20.968,23.302,38.705
2022-02-16 11:00:01,20.660,23.611,44.599
2022-02-16 11:15:01,19.124,23.706,41.754
2022-02-16 11:30:02,21.453,23.220,35.220
2022-02-16 11:45:01,21.369,23.201,37.604
2022-02-16 12:00:01,21.350,23.180,52.339
2022-02-16 12:15:01,21.318,23.358,56.301
2022-02-16 12:30:01,19.168,22.578,58.353
2022-02-16 12:45:01,21.270,22.698,46.684
2022-02-16 13:00:01,19.762,22.605,34.787
2022-02-16 13:15:01,18.013,22.651,32.698
2022-02-16 13:30:01,21.037,22.768,37.987
2022-02-16 13:45:01,21.263,22.824,38.434
2022-02-16 14:00:02,19.017,22.849,36.526
2022-02-16 14:15:01,18.065,22.841,39.102
2022-02-16 14:30:01,21.349,22.818,31.864
2022-02-16 14:45:01,20.923,22.978,37.318
2022-02-16 15:00:01,19.827,22.860,41.072
2022-02-16 15:15:01,21.340,22.735,38.954
2022-02-16 15:30:02,19.217,22.719,42.911
2022-02-16 15:45:01,21.355,22.712,32.471
2022-02-16 16:00:01,19.741,24.518,37.561
2022-02-16 16:15:01,18.987,24.780,65.943
2022-02-16 16:30:02,21.426,24.583,45.183
2022-02-16 16:45:01,19.770,24.908,41.679
2022-02-16 17:00:01,20.722,24.072,37.092
2022-02-16 17:15:01,17.679,23.208,44.939
2022-02-16 17:30:01,20.348,23.060,53.549
2022-02-16 17:45:01,18.725,22.896,42.305
2022-02-16 18:00:01,19.210,22.919,43.700
2022-02-16 18:15:01,18.829,22.806,36.656
2022-02-16 18:30:01,21.336,22.732,36.397
2022-02-16 18:45:01,21.320,22.889,34.995
2022-02-16 19:00:02,21.430,22.737,66.447
2022-02-16 19:15:01,21.383,22.957,110.367
2022-02-16 19:30:01,21.385,22.844,46.550
2022-02-16 19:45:01,17.389,22.821,32.346
2022-02-16 20:00:01,18.846,26.548,135.773
2022-02-16 20:15:01,20.960,25.007,133.817
2022-02-16 20:30:01,19.594,22.924,58.211
2022-02-16 20:45:01,18.690,23.822,90.250
2022-02-16 21:00:01,17.593,22.882,51.033
2022-02-16 21:15:01,21.205,22.936,45.543
2022-02-16 21:30:02,21.450,22.845,40.690
2022-02-16 21:45:01,19.168,22.658,35.658
2022-02-16 22:00:01,20.335,23.141,44.957
2022-02-16 22:15:01,19.207,23.195,38.816
2022-02-16 22:30:01,18.937,22.983,45.729
2022-02-16 22:45:01,19.473,23.226,43.269
2022-02-16 23:00:02,18.873,22.779,40.350
2022-02-16 23:15:01,18.588,22.854,37.128
2022-02-16 23:30:01,20.936,23.451,46.564
2022-02-16 23:45:01,19.001,22.774,31.964
2022-02-17 00:00:01,21.402,22.747,34.369
2022-02-17 00:15:01,20.660,22.946,40.900
2022-02-17 00:30:01,20.261,22.591,36.320
2022-02-17 00:45:01,17.619,22.609,38.151
2022-02-17 01:00:02,18.889,22.658,40.098
2022-02-17 01:15:01,18.901,22.678,38.693
2022-02-17 01:30:01,20.730,22.576,36.819
2022-02-17 01:45:01,21.221,22.558,39.672
2022-02-17 02:00:01,19.119,22.286,32.388
2022-02-17 02:15:01,21.269,22.412,47.060
2022-02-17 02:30:01,21.359,22.286,29.178
2022-02-17 02:45:00,21.454,22.403,37.661
2022-02-17 03:00:01,21.380,22.302,38.745
2022-02-17 03:15:01,21.355,22.306,31.096
2022-02-17 03:30:01,19.257,22.332,34.529
2022-02-17 03:45:01,18.395,22.356,31.706
2022-02-17 04:00:01,21.412,22.351,30.527
2022-02-17 04:15:01,21.423,22.442,30.175
2022-02-17 04:30:02,18.682,22.355,53.838
2022-02-17 04:45:01,18.327,22.369,36.470
2022-02-17 05:00:01,21.345,22.338,34.428
2022-02-17 05:15:01,21.353,22.289,29.785
2022-02-17 05:30:01,21.377,22.319,36.634
2022-02-17 05:45:01,21.375,22.458,53.238
2022-02-17 06:00:01,21.364,22.411,37.405
2022-02-17 06:15:00,21.198,22.439,36.465
2022-02-17 06:30:01,21.309,22.410,36.699
2022-02-17 06:45:01,21.362,22.460,44.284
2022-02-17 07:00:01,18.063,22.597,37.788
2022-02-17 07:15:00,18.608,22.545,55.062
2022-02-17 07:30:01,21.308,22.535,37.865
2022-02-17 07:45:01,18.388,23.005,129.778
2022-02-17 08:00:02,21.303,22.688,106.170
2022-02-17 08:15:01,20.443,23.287,119.051
2022-02-17 08:30:01,20.138,22.753,78.962
2022-02-17 08:45:01,21.359,22.786,36.734
2022-02-17 09:00:01,20.205,22.863,40.581
2022-02-17 09:15:01,19.159,23.130,37.406
2022-02-17 09:30:02,17.919,22.924,68.875
2022-02-17 09:45:01,20.271,22.810,37.632
2022-02-17 10:00:01,20.450,22.958,38.974
2022-02-17 10:15:01,18.672,23.361,93.707
2022-02-17 10:30:02,19.103,23.365,46.229
2022-02-17 10:45:01,21.300,23.100,36.930
2022-02-17 11:00:01,20.131,23.520,52.330
2022-02-17 11:15:01,21.458,23.429,38.201
2022-02-17 11:30:01,21.404,23.509,43.416
2022-02-17 11:45:01,18.163,22.979,38.987
2022-02-17 12:00:02,17.008,22.787,37.830
2022-02-17 12:15:01,20.016,22.869,81.811
2022-02-17 12:30:01,17.285,24.134,146.967
2022-02-17 12:45:01,20.882,23.142,39.716
2022-02-17 13:00:01,21.299,23.013,35.277
2022-02-17 13:15:01,17.817,23.105,48.321
2022-02-17 13:30:02,20.789,23.469,47.703
2022-02-17 13:45:01,18.318,23.771,48.308
2022-02-17 14:00:01,19.594,23.641,55.200
2022-02-17 14:15:01,17.756,23.615,52.831
2022-02-17 14:30:01,18.517,23.875,109.642
2022-02-17 14:45:01,17.767,23.665,51.937
2022-02-17 15:00:02,19.872,23.698,77.731
2022-02-17 15:15:01,17.799,23.405,108.208
2022-02-17 15:30:01,21.371,23.158,36.544
2022-02-17 15:45:01,18.037,23.138,68.576
2022-02-17 16:00:01,21.419,23.233,38.034
2022-02-17 16:15:01,19.427,24.358,123.670
2022-02-17 16:30:02,20.108,23.434,44.976
2022-02-17 16:45:01,18.307,23.392,44.032
2022-02-17 17:00:01,19.311,23.768,108.548
2022-02-17 17:15:01,17.619,23.098,39.774
2022-02-17 17:30:01,21.078,23.218,93.322
2022-02-17 17:45:01,19.089,22.932,46.085
2022-02-17 18:00:01,19.435,23.462,85.569
2022-02-17 18:15:02,17.825,23.120,57.438
2022-02-17 18:30:01,21.291,23.116,45.352
2022-02-17 18:45:01,18.629,23.166,45.072
2022-02-17 19:00:02,21.453,23.112,41.528
2022-02-17 19:15:01,19.783,23.907,74.900
2022-02-17 19:30:01,21.411,24.095,132.009
2022-02-17 19:45:00,19.682,23.785,61.512
2022-02-17 20:00:01,19.743,23.597,55.614
2022-02-17 20:15:01,18.854,23.137,72.541
2022-02-17 20:30:01,21.301,23.469,58.400
2022-02-17 20:45:01,18.092,23.862,65.629
2022-02-17 21:00:01,18.128,24.129,74.894
2022-02-17 21:15:01,18.047,24.954,96.238
2022-02-17 21:30:01,18.316,23.402,61.261
2022-02-17 21:45:01,18.937,23.058,47.617
2022-02-17 22:00:02,18.947,22.799,32.744
2022-02-17 22:15:01,18.947,23.798,117.396
2022-02-17 22:30:01,18.530,23.084,53.305
2022-02-17 22:45:01,21.271,22.995,41.267
2022-02-17 23:00:02,20.466,22.982,41.688
2022-02-17 23:15:01,19.465,23.839,42.462
2022-02-17 23:30:01,19.353,23.343,43.138
2022-02-17 23:45:01,18.106,22.590,32.568
2022-02-18 00:00:01,18.308,22.681,37.819
2022-02-18 00:15:01,17.474,22.710,35.536
2022-02-18 00:30:02,20.371,22.698,35.450
2022-02-18 00:45:01,20.170,22.643,31.737
2022-02-18 01:00:01,21.314,22.399,37.962
2022-02-18 01:15:01,21.346,22.433,34.033
2022-02-18 01:30:01,21.359,22.369,36.422
2022-02-18 01:45:01,18.731,22.578,68.560
2022-02-18 02:00:02,20.508,22.365,29.986
2022-02-18 02:15:01,21.374,22.478,33.608
2022-02-18 02:30:01,21.396,22.362,35.271
2022-02-18 02:45:01,21.404,22.496,39.537
2022-02-18 03:00:01,21.389,22.446,38.409
2022-02-18 03:15:01,21.401,22.331,30.149
2022-02-18 03:30:02,17.080,22.306,33.915
2022-02-18 03:45:01,21.357,22.364,29.984
2022-02-18 04:00:01,21.373,22.474,37.030
2022-02-18 04:15:01,18.188,22.395,36.299
2022-02-18 04:30:01,21.432,22.477,30.713
2022-02-18 04:45:01,21.363,22.389,36.407
2022-02-18 05:00:01,17.340,22.397,36.579
2022-02-18 05:15:01,19.623,22.404,31.096
2022-02-18 05:30:01,21.324,22.410,35.136
2022-02-18 05:45:01,21.340,22.496,31.340
2022-02-18 06:00:02,21.282,22.440,29.758
2022-02-18 06:15:01,21.233,22.465,43.171
2022-02-18 06:30:01,21.395,22.502,36.781
2022-02-18 06:45:01,20.530,25.361,117.847
2022-02-18 07:00:01,17.831,22.540,32.489
2022-02-18 07:15:01,21.177,22.569,35.591
2022-02-18 07:30:02,21.356,22.762,41.290
2022-02-18 07:45:01,21.364,22.693,37.198
2022-02-18 08:00:01,21.455,22.804,39.296
2022-02-18 08:15:01,17.432,22.702,38.128
2022-02-18 08:30:01,19.032,22.622,32.556
2022-02-18 08:45:01,19.299,22.550,36.457
2022-02-18 09:00:02,21.067,23.126,77.117
2022-02-18 09:15:01,21.417,23.169,36.300
2022-02-18 09:30:01,17.439,23.635,108.148
2022-02-18 09:45:01,20.680,23.283,47.903
2022-02-18 10:00:01,18.592,23.233,38.604
2022-02-18 10:15:01,17.949,23.513,60.848
2022-02-18 10:30:02,19.299,22.992,38.339
2022-02-18 10:45:01,18.728,23.101,83.574
2022-02-18 11:00:01,17.876,23.058,92.566
2022-02-18 11:15:02,18.957,23.178,89.987
2022-02-18 11:30:01,21.427,22.971,59.485
2022-02-18 11:45:01,21.287,23.069,38.798
2022-02-18 12:00:01,21.363,23.155,34.570
2022-02-18 12:15:01,19.907,22.716,36.026
2022-02-18 12:30:01,21.358,23.064,40.209
2022-02-18 12:45:01,19.996,22.773,39.307
2022-02-18 13:00:02,18.256,22.897,74.743
2022-02-18 13:15:01,19.946,23.359,106.453
2022-02-18 13:30:01,21.340,23.170,39.281
2022-02-18 13:45:01,21.446,22.941,38.392
2022-02-18 14:00:01,20.019,23.005,65.428
2022-02-18 14:15:01,21.254,22.883,59.199
2022-02-18 14:30:01,17.823,23.319,70.072
2022-02-18 14:45:01,17.659,23.265,74.264
2022-02-18 15:00:02,21.376,23.201,42.314
2022-02-18 15:15:01,21.464,23.087,39.021
2022-02-18 15:30:01,18.445,23.127,64.542
2022-02-18 15:45:01,19.363,22.906,37.272
2022-02-18 16:00:01,20.095,23.055,45.621
2022-02-18 16:15:01,18.868,23.109,38.703
2022-02-18 16:30:02,20.610,23.161,59.862
2022-02-18 16:45:01,20.557,23.331,56.113
2022-02-18 17:00:01,20.323,23.514,116.423
2022-02-18 17:15:01,19.809,23.541,151.478
2022-02-18 17:30:01,19.626,23.222,43.163
2022-02-18 17:45:01,18.479,23.318,55.960
2022-02-18 18:00:01,17.336,23.183,61.101
2022-02-18 18:15:01,21.312,23.125,37.355
2022-02-18 18:30:01,19.090,22.902,81.117
2022-02-18 18:45:01,21.417,22.900,40.476
2022-02-18 19:00:01,19.691,25.771,122.606
2022-02-18 19:15:01,21.473,22.970,36.198
2022-02-18 19:30:01,18.874,23.066,37.798
2022-02-18 19:45:01,20.411,23.163,45.298
2022-02-18 20:00:01,21.205,23.261,37.506
2022-02-18 20:15:01,21.425,23.177,39.145
2022-02-18 20:30:02,18.128,23.317,77.624
2022-02-18 20:45:01,19.175,23.303,86.063
2022-02-18 21:00:01,21.015,23.152,61.562
2022-02-18 21:15:02,21.464,23.323,72.537
2022-02-18 21:30:01,19.766,23.255,86.488
2022-02-18 21:45:01,19.838,23.116,44.506
2022-02-18 22:00:02,19.975,23.093,57.291
2022-02-18 22:15:01,20.803,23.247,54.414
2022-02-18 22:30:01,18.231,23.150,52.104
2022-02-18 22:45:01,19.358,23.096,85.628
2022-02-18 23:00:01,19.253,23.019,44.481
2022-02-18 23:15:01,20.640,23.992,128.367
2022-02-18 23:30:01,18.102,22.994,37.764
2022-02-18 23:45:01,18.397,22.729,37.501
2022-02-19 00:00:01,19.149,22.801,36.948
2022-02-19 00:15:02,18.927,22.621,30.076
2022-02-19 00:30:01,20.290,22.547,31.893
2022-02-19 00:45:01,18.928,23.170,97.207
2022-02-19 01:00:01,19.991,22.690,33.343
2022-02-19 01:15:01,21.352,22.454,30.358
2022-02-19 01:30:01,21.365,22.532,38.513
2022-02-19 01:45:01,21.390,22.574,33.983
2022-02-19 02:00:02,21.432,22.568,42.171
2022-02-19 02:15:01,21.126,22.442,34.113
2022-02-19 02:30:01,20.426,22.493,36.491
2022-02-19 02:45:01,20.757,22.438,31.328
2022-02-19 03:00:01,21.376,22.423,30.090
2022-02-19 03:15:01,21.383,22.424,30.438
2022-02-19 03:30:01,18.910,22.439,36.130
2022-02-19 03:45:01,21.336,22.419,30.593
2022-02-19 04:00:01,21.498,22.352,30.374
2022-02-19 04:15:01,21.347,22.395,29.500
2022-02-19 04:30:01,21.294,22.435,31.952
2022-02-19 04:45:01,18.264,22.418,36.198
2022-02-19 05:00:01,21.373,22.636,46.258
2022-02-19 05:15:01,21.300,22.527,67.780
2022-02-19 05:30:01,20.185,22.495,41.680
2022-02-19 05:45:01,21.455,22.458,32.991
2022-02-19 06:00:02,21.423,22.420,30.955
2022-02-19 06:15:01,17.425,22.461,37.476
2022-02-19 06:30:01,20.886,22.491,36.741
2022-02-19 06:45:01,21.285,22.606,35.133
2022-02-19 07:00:02,20.437,22.616,36.878
2022-02-19 07:15:01,19.852,22.686,70.674
2022-02-19 07:30:01,19.746,22.604,31.904
2022-02-19 07:45:01,19.385,22.762,70.177
2022-02-19 08:00:01,19.521,23.063,145.811
2022-02-19 08:15:01,18.638,22.912,42.315
2022-02-19 08:30:01,18.487,22.951,88.871
2022-02-19 08:45:01,19.725,24.322,144.830
2022-02-19 09:00:01,18.932,22.837,105.383
2022-02-19 09:15:01,19.936,23.094,45.582
2022-02-19 09:30:01,21.419,23.119,51.273
2022-02-19 09:45:01,18.788,22.951,75.596
2022-02-19 10:00:02,21.318,23.214,40.648
2022-02-19 10:15:01,20.468,22.982,51.094
2022-02-19 10:30:01,21.332,22.817,36.411
2022-02-19 10:45:01,17.754,22.698,41.302
2022-02-19 11:00:01,18.349,22.881,39.463
2022-02-19 11:15:01,21.322,23.116,40.574
2022-02-19 11:30:02,21.334,22.986,39.051
2022-02-19 11:45:01,17.485,23.217,46.812
2022-02-19 12:00:01,21.312,23.112,50.164
2022-02-19 12:15:01,21.409,23.199,45.053
2022-02-19 12:30:01,18.960,23.035,42.362
2022-02-19 12:45:01,20.055,22.968,36.941
2022-02-19 13:00:01,17.395,23.016,40.058
2022-02-19 13:15:01,19.205,23.227,117.401
2022-02-19 13:30:01,17.604,23.191,58.262
2022-02-19 13:45:01,19.520,23.575,72.022
2022-02-19 14:00:01,18.175,23.250,69.872
2022-02-19 14:15:01,19.183,23.551,82.365
2022-02-19 14:30:01,17.998,23.340,68.542
2022-02-19 14:45:01,20.536,23.506,44.923
2022-02-19 15:00:01,18.445,23.808,71.213
2022-02-19 15:15:01,18.888,23.452,57.112
2022-02-19 15:30:01,18.712,23.443,56.001
2022-02-19 15:45:01,18.916,23.445,46.793
2022-02-19 16:00:01,19.302,23.290,97.845
2022-02-19 16:15:01,18.294,23.764,55.691
2022-02-19 16:30:01,18.373,23.589,75.889
2022-02-19 16:45:01,21.369,23.379,44.157
2022-02-19 17:00:02,17.397,23.215,40.536
2022-02-19 17:15:01,19.642,23.256,62.988
2022-02-19 17:30:01,17.556,23.252,90.749
2022-02-19 17:45:01,18.185,23.247,50.269
2022-02-19 18:00:01,20.126,23.191,41.361
2022-02-19 18:15:01,20.459,23.276,41.945
2022-02-19 18:30:02,18.898,23.272,47.042
2022-02-19 18:45:01,21.407,22.967,35.707
2022-02-19 19:00:01,18.452,23.289,50.306
2022-02-19 19:15:01,20.764,23.228,48.563
2022-02-19 19:30:01,20.643,23.100,48.264
2022-02-19 19:45:01,17.296,23.217,66.253
2022-02-19 20:00:01,19.737,23.410,93.760
2022-02-19 20:15:01,19.136,23.423,82.183
2022-02-19 20:30:01,18.893,23.186,57.190
2022-02-19 20:45:01,18.096,23.436,48.879
2022-02-19 21:00:01,17.608,23.266,50.954
2022-02-19 21:15:01,18.972,23.253,41.683
2022-02-19 21:30:02,16.932,23.868,44.645
2022-02-19 21:45:01,19.876,23.743,63.565
2022-02-19 22:00:01,20.839,23.241,44.316
2022-02-19 22:15:01,21.393,22.974,38.608
2022-02-19 22:30:01,17.734,23.046,58.109
2022-02-19 22:45:01,18.736,22.981,60.533
2022-02-19 23:00:01,18.351,23.955,125.184
2022-02-19 23:15:02,19.276,22.863,40.533
2022-02-19 23:30:01,18.908,22.825,33.915
2022-02-19 23:45:01,21.330,22.772,38.150
2022-02-20 00:00:02,21.414,22.621,34.279
2022-02-20 00:15:01,18.910,22.719,38.227
2022-02-20 00:30:01,19.562,22.572,33.310
2022-02-20 00:45:01,21.327,22.522,35.371
2022-02-20 01:00:02,21.327,22.699,38.690
2022-02-20 01:15:01,18.525,23.868,109.357
2022-02-20 01:30:01,18.589,22.613,31.194
2022-02-20 01:45:01,20.908,22.714,53.648
2022-02-20 02:00:01,21.425,22.528,37.231
2022-02-20 02:15:01,17.431,22.476,36.710
2022-02-20 02:30:02,21.357,22.511,35.754
2022-02-20 02:45:01,19.804,22.504,30.469
2022-02-20 03:00:01,19.013,22.529,32.081
2022-02-20 03:15:01,21.454,22.545,37.348
2022-02-20 03:30:01,21.334,22.490,29.934
2022-02-20 03:45:01,20.922,22.383,30.841
2022-02-20 04:00:01,21.379,22.425,37.415
2022-02-20 04:15:01,18.138,22.414,36.839
2022-02-20 04:30:01,21.340,22.429,37.318
2022-02-20 04:45:01,19.168,22.408,48.977
2022-02-20 05:00:02,21.360,22.448,29.744
2022-02-20 05:15:01,21.396,22.458,31.682
2022-02-20 05:30:01,18.687,22.448,30.873
2022-02-20 05:45:01,21.403,22.492,37.447
2022-02-20 06:00:01,18.171,22.426,37.244
2022-02-20 06:15:01,19.723,22.448,30.354
2022-02-20 06:30:01,17.710,22.455,35.610
2022-02-20 06:45:01,18.704,22.470,30.028
2022-02-20 07:00:01,21.467,22.716,84.563
2022-02-20 07:15:01,21.375,22.641,36.876
2022-02-20 07:30:02,18.562,23.332,98.686
2022-02-20 07:45:01,19.799,23.873,101.805
2022-02-20 08:00:01,21.442,22.741,37.506
2022-02-20 08:15:01,21.107,22.817,55.121
2022-02-20 08:30:01,19.004,22.962,54.939
2022-02-20 08:45:01,21.331,22.683,36.004
2022-02-20 09:00:01,19.820,22.889,39.140
2022-02-20 09:15:01,17.923,23.072,49.375
2022-02-20 09:30:01,21.311,22.828,38.316
2022-02-20 09:45:01,21.397,22.805,34.648
2022-02-20 10:00:02,21.432,22.853,33.306
2022-02-20 10:15:01,21.407,22.752,41.347
2022-02-20 10:30:01,17.659,22.741,38.340
2022-02-20 10:45:01,21.323,22.852,37.465
2022-02-20 11:00:01,21.413,22.953,35.066
2022-02-20 11:15:01,21.435,23.027,36.962
2022-02-20 11:30:01,20.079,22.991,116.602
2022-02-20 11:45:01,17.750,22.865,101.898
2022-02-20 12:00:01,17.992,22.706,36.202
2022-02-20 12:15:01,17.763,23.059,43.963
2022-02-20 12:30:01,18.764,23.588,73.719
2022-02-20 12:45:01,19.395,22.897,36.248
2022-02-20 13:00:01,21.343,22.872,38.013
2022-02-20 13:15:01,21.287,22.826,39.369
2022-02-20 13:30:01,21.424,22.833,37.208
2022-02-20 13:45:01,17.693,24.738,95.821
2022-02-20 14:00:01,17.705,23.226,108.395
2022-02-20 14:15:01,18.463,22.945,45.077
2022-02-20 14:30:02,18.866,24.234,99.114
2022-02-20 14:45:01,18.561,22.956,54.999
2022-02-20 15:00:01,18.878,23.221,45.183
2022-02-20 15:15:01,18.445,23.239,35.731
2022-02-20 15:30:01,18.000,23.589,91.931
2022-02-20 15:45:01,21.393,23.267,38.848
2022-02-20 16:00:01,19.198,23.442,47.480
2022-02-20 16:15:01,21.216,23.188,47.628
2022-02-20 16:30:01,17.724,23.755,103.587
2022-02-20 16:45:01,18.051,23.510,72.372
2022-02-20 17:00:01,18.140,24.936,125.036
2022-02-20 17:15:01,18.542,23.730,122.401
2022-02-20 17:30:01,19.794,23.195,64.929
2022-02-20 17:45:01,20.064,24.020,105.921
2022-02-20 18:00:02,19.055,23.615,39.909
2022-02-20 18:15:01,21.496,24.124,39.291
2022-02-20 18:30:01,20.593,24.666,64.833
2022-02-20 18:45:01,20.426,23.051,37.832
2022-02-20 19:00:02,20.298,22.899,32.325
2022-02-20 19:15:01,21.396,22.933,37.460
2022-02-20 19:30:01,21.483,24.147,137.442
